"method","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"STOREY","970","452","281","127","25","1","14","0","0"
"PC_DM","419","258","231","98","7","1","14","0","0"
"HYB_PC_STO","1142","506","318","133","59","1","14","0","0"
"PC_QUAD","869","381","278","120","25","1","14","0","0"
"PC_ZZD","419","258","230","98","7","1","14","0","0"
"HYB_Quad_Storey","1236","579","368","136","60","1","14","0","0"
"raw_BH","74","44","86","18","2","0","9","0","0"
"oracle_adaptive_BH","6847","2643","899","329","111","4","14","0","0"
"STOREY","988","446","283","62","63","14","20","11","2"
"PC_DM","452","225","156","43","61","9","1","11","2"
"HYB_PC_STO","1127","510","295","62","63","14","20","11","2"
"PC_QUAD","834","436","274","59","63","14","20","11","2"
"PC_ZZD","451","225","156","43","59","9","1","11","2"
"HYB_Quad_Storey","1296","550","323","104","70","14","20","11","2"
"raw_BH","43","74","24","4","40","9","1","9","2"
"oracle_adaptive_BH","6908","2464","776","253","143","29","25","12","2"
"STOREY","966","384","310","167","36","46","9","1","0"
"PC_DM","480","211","173","115","23","42","9","1","0"
"HYB_PC_STO","1070","512","355","200","51","46","13","1","0"
"PC_QUAD","923","342","276","156","36","46","9","1","0"
"PC_ZZD","480","211","170","115","23","42","9","1","0"
"HYB_Quad_Storey","1201","579","398","203","52","46","13","1","0"
"raw_BH","150","90","63","15","17","29","8","1","0"
"oracle_adaptive_BH","6899","2242","1038","376","132","52","13","1","0"
"STOREY","839","485","190","115","17","7","12","0","0"
"PC_DM","446","234","122","98","17","7","4","0","0"
"HYB_PC_STO","991","587","210","120","48","11","12","0","0"
"PC_QUAD","800","410","176","108","17","7","12","0","0"
"PC_ZZD","446","234","122","98","17","7","4","0","0"
"HYB_Quad_Storey","1204","660","228","126","54","11","12","0","0"
"raw_BH","81","57","41","55","14","6","4","0","0"
"oracle_adaptive_BH","6693","2521","798","342","119","14","12","0","0"
"STOREY","880","474","272","200","57","11","0","0","0"
"PC_DM","523","275","199","162","46","11","0","0","0"
"HYB_PC_STO","986","520","285","206","58","11","0","0","0"
"PC_QUAD","814","444","265","179","53","11","0","0","0"
"PC_ZZD","523","275","199","162","45","11","0","0","0"
"HYB_Quad_Storey","1237","579","310","207","58","11","0","0","0"
"raw_BH","111","46","54","12","17","11","0","0","0"
"oracle_adaptive_BH","6713","2463","770","424","167","15","0","0","0"
"STOREY","1064","621","227","133","83","24","4","7","1"
"PC_DM","556","414","92","79","67","23","4","7","1"
"HYB_PC_STO","1217","665","267","145","85","24","4","7","1"
"PC_QUAD","849","594","222","120","80","24","4","7","1"
"PC_ZZD","555","414","92","79","67","23","4","7","1"
